unique_id,timestamp,x_shape,eval_test,model_name,model_version,model_version_note,runtime
acbf3257-62a7-4315-ab97-b0c442962b5a,1617966545.5338595,"(581, 6)",595,France-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
63716118-12da-4ccb-8a65-eb4d132adfdd,1617966545.6970568,"(566, 6)",114,Netherlands-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
34ae6b6a-a185-4ea6-87dd-72e1c102cc81,1617966545.8798459,"(573, 6)",168,Spain-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
49698313-23b1-44a4-b843-968dd2cb3a8f,1617966546.0041049,"(563, 6)",4122,Norway-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
0d61b481-63d5-4634-93da-60f7c31a2ff3,1617966546.1202104,"(398, 6)",902,Hong Kong-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
07ec313d-1e77-4545-9d30-29c3c0d37c7a,1617966546.2098753,"(418, 6)",2328,Singapore-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
098264e7-131b-4bec-9639-370a5a054efa,1617969424.0165827,"(581, 6)",73875,all-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
77828347-2884-4e02-b697-9ddbf8fc5787,1617969424.0368721,"(581, 6)",72681,United Kingdom-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
7949846c-3524-4732-836d-96892371c529,1617969424.0543883,"(581, 6)",1334,Portugal-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
f12c626f-b5ff-4491-90f7-409608e26283,1617969424.071142,"(581, 6)",865,Germany-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
9aff0c62-ab49-4696-824e-6743e5f52c4d,1617969424.0888984,"(578, 6)",3418,EIRE-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
4a121cb4-5f88-4448-bc40-10d9f04b306d,1617969424.1075263,"(581, 6)",1094,France-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
c0721712-f648-421d-b650-93626d8cf4d5,1617969424.126022,"(566, 6)",254,Netherlands-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
5b407c25-24f1-4988-b26d-c7bb4a8c5489,1617969424.1454475,"(573, 6)",805,Spain-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
b2905e77-4f86-4f1a-a6c0-a79470664e4a,1617969424.1654043,"(563, 6)",7001,Norway-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
6fb76b6e-eea2-4352-a3f8-663b4ee95bb9,1617969424.183917,"(398, 6)",1592,Hong Kong-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
f299aa78-2747-4dc5-bb06-2dbe3eda2057,1617969424.2048242,"(418, 6)",2592,Singapore-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
32f140c9-8925-4091-ad67-5541ffb32dfd,1617969424.512095,"(581, 6)",24773,all-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
ccaa1f96-f5ea-4f15-9f49-f60a872a251e,1617969424.7372248,"(581, 6)",24229,United Kingdom-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
ed0abc97-7ebb-46cb-bef9-041e25230bba,1617969424.9010375,"(581, 6)",1007,Portugal-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
9ac08e32-c179-4ebd-8f07-514530f23cf6,1617969425.1066227,"(581, 6)",337,Germany-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
d065dd61-5cdb-4e75-af29-f586d43b0132,1617969425.3239815,"(578, 6)",2000,EIRE-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
e67c3731-2b05-4b49-be1f-2a7e963e2de0,1617969425.5818546,"(581, 6)",595,France-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
f31e668a-50c3-47c2-baa3-309cc8842c85,1617969425.7615561,"(566, 6)",114,Netherlands-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
b36bf18e-61e9-4722-979a-be0182dbf773,1617969425.9279792,"(573, 6)",168,Spain-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
46856682-005f-4bb0-bb3f-a4afc0504888,1617969426.0419505,"(563, 6)",4122,Norway-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
3582eb55-2dda-462c-a5a1-f2eeb5651ef8,1617969426.1331632,"(398, 6)",902,Hong Kong-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
d6de4505-1f9b-4888-b225-1e9cb7b65ad6,1617969426.2206216,"(418, 6)",2328,Singapore-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
7384b89c-1f2b-455c-aee4-89fbf09ad0df,1617969553.2414024,"(581, 6)",73875,all-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
ee2234e9-b2ac-48e9-9fd8-d9ef63fe735a,1617969553.2580385,"(581, 6)",72681,United Kingdom-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
794faaad-5caa-4a06-8617-7d8ad9fa1ec8,1617969553.2752059,"(581, 6)",1334,Portugal-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
2608491c-10ed-45d7-86d3-b0aef096da87,1617969553.2927635,"(581, 6)",865,Germany-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
92184e6c-caa7-4e0a-8a2b-76f58f03be6e,1617969553.3102186,"(578, 6)",3418,EIRE-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
0cb09336-0575-469e-9a17-b8ef1f9f7c39,1617969553.3277392,"(581, 6)",1094,France-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
53d2ed21-cea1-4626-917c-89fa20b6d2e2,1617969553.3452585,"(566, 6)",254,Netherlands-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
9a62e720-d913-4c6c-9184-202940317676,1617969553.3636222,"(573, 6)",805,Spain-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
ff30a6be-d642-49bc-a0e0-5c63af0e6f02,1617969553.3817263,"(563, 6)",7001,Norway-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
a1a58afb-b4ca-4ab7-b466-c7c768a9fccd,1617969553.4001367,"(398, 6)",1592,Hong Kong-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
4097a16c-f274-4216-a206-ccfe44cd8524,1617969553.4183235,"(418, 6)",2592,Singapore-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
ff63c99f-b587-4587-b1c7-f126ffed674d,1617969553.7053912,"(581, 6)",24773,all-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
e270087a-4145-4623-9078-18de89d8b50b,1617969553.925052,"(581, 6)",24229,United Kingdom-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
35bf3051-59ec-40d4-a8e1-2b639959a694,1617969554.067573,"(581, 6)",1007,Portugal-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
5b2febab-0070-464d-b5a3-18268c26a1ae,1617969554.289909,"(581, 6)",337,Germany-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
92ad646e-db2a-467d-85b4-1e2111eff128,1617969554.5323658,"(578, 6)",2000,EIRE-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
2849e93f-2ee3-444b-9275-39a4a71c20cd,1617969554.7477167,"(581, 6)",595,France-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
867a9911-f948-4a54-975d-81728b7b789d,1617969554.9680967,"(566, 6)",114,Netherlands-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
3515fb27-8eb9-40d7-a6d8-aa4d25e67fee,1617969555.2056613,"(573, 6)",168,Spain-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
c8a0cf95-7f8f-4f55-8536-28ce2b940548,1617969555.3752606,"(563, 6)",4122,Norway-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
cf6dc5f3-c1a9-422e-ae7b-7da0fa0ddd99,1617969555.5068157,"(398, 6)",902,Hong Kong-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
47e6aea4-6ac1-438b-a9ec-43a258e9279e,1617969555.6379776,"(418, 6)",2328,Singapore-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
f68e2e40-5c6e-4bc2-98e0-54b8b736f10d,1617970063.8304722,"(581, 6)",73875,all-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
bc001896-3af6-4074-b5ba-1d215a9e8ed9,1617970063.8485506,"(581, 6)",72681,United Kingdom-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
a14f92a9-cab9-454e-b9bf-c017f5872ead,1617970063.866014,"(581, 6)",1334,Portugal-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
8f653fea-d25f-4fe5-bc39-e1e26366dcb1,1617970063.8828356,"(581, 6)",865,Germany-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
98f509af-0538-44c8-a4ca-0b2b9e2ace59,1617970063.9003472,"(578, 6)",3418,EIRE-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
59928d71-5b9a-4543-a6cc-707ed4b41f7b,1617970063.917888,"(581, 6)",1094,France-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
1cbe5fbb-3c14-484e-b7b7-38cf02b4561a,1617970063.9355989,"(566, 6)",254,Netherlands-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
cce5b1e6-4335-48ea-9c00-8dfbebea2236,1617970063.9532642,"(573, 6)",805,Spain-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
379448e1-3f18-4e13-8251-84eb3c4923b1,1617970063.9704165,"(563, 6)",7001,Norway-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
79d4fafe-6f8a-46ef-b722-afa45052078c,1617970063.9902184,"(398, 6)",1592,Hong Kong-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
3f4176f6-6096-43e2-8081-8a08b0509858,1617970064.0228302,"(418, 6)",2592,Singapore-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
7bdaa552-a90e-4720-8ed0-35a1d5bae2de,1617970064.3017704,"(581, 6)",24773,all-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
695e16b4-e215-4c1c-a555-cdc8c8f7ae08,1617970064.5263574,"(581, 6)",24229,United Kingdom-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
c13fdab5-41b7-4184-b4aa-84f19657aa53,1617970064.667179,"(581, 6)",1007,Portugal-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
2cf7d1f7-cc30-4b58-a2e8-78325aee69b4,1617970064.8826363,"(581, 6)",337,Germany-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
e06f83cf-44ee-4abe-840b-8d10b6522c48,1617970065.0898788,"(578, 6)",2000,EIRE-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
2be50a05-b7dd-4f1c-bfa0-c7442fa73fb4,1617970065.2869968,"(581, 6)",595,France-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
0ea5ed20-56a4-4b67-a2bb-8c097b8932ad,1617970065.46045,"(566, 6)",114,Netherlands-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
9c8522f7-84d2-4be3-8a14-412542c10b5e,1617970065.6363368,"(573, 6)",168,Spain-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
08ba690a-282a-4afd-9fcd-13d8f9a63ec9,1617970065.7568595,"(563, 6)",4122,Norway-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
3755b874-12f1-4fff-a49a-68e57970c036,1617970065.8736913,"(398, 6)",902,Hong Kong-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
4571a955-e388-437e-83d5-e26d2e7ab737,1617970065.9672518,"(418, 6)",2328,Singapore-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
d7254153-f4a9-43ca-bfa9-71259ea09136,1617975954.414126,"(581, 6)",73875,all-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
087b9f12-48f8-4095-b4cc-cb5f2b19dcc5,1617975954.4324546,"(581, 6)",72681,United Kingdom-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
5e499aaf-1799-403a-93c7-6cc3003745cd,1617975954.4476144,"(581, 6)",1334,Portugal-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
3f446c87-9787-42d9-9738-6ad1d3f5e7dd,1617975954.4634192,"(581, 6)",865,Germany-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
08ef88a1-aebe-48dc-9af9-2fd4858cd271,1617975954.4796708,"(578, 6)",3418,EIRE-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
4b0faf35-386d-4c98-a846-b1ccffc84d5f,1617975954.4952114,"(581, 6)",1094,France-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
f089fb71-c247-43af-a0d1-420dc902bef1,1617975954.511641,"(566, 6)",254,Netherlands-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
b3595289-6a96-45da-850c-b3c86060beff,1617975954.5293212,"(573, 6)",805,Spain-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
57eba4a4-77fc-4f78-8e36-df0e0fbfc976,1617975954.5462642,"(563, 6)",7001,Norway-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
99499a27-1f73-40f1-b745-259f6bd0a525,1617975954.5611436,"(398, 6)",1592,Hong Kong-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
5fe08262-f9c4-4542-a6b8-c054259c0405,1617975954.5765905,"(418, 6)",2592,Singapore-ridge_regression,0.1,RF on AAVAIL revenue data,000:00:00
0a462e26-3011-419f-bbbd-394c59f51675,1617975954.8551772,"(581, 6)",24773,all-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
bb2ca2f7-de87-484a-bbc9-c76bc69889bd,1617975955.0867686,"(581, 6)",24229,United Kingdom-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
6c2ee38f-a2c4-48f3-9925-42516e694d10,1617975955.2317414,"(581, 6)",1007,Portugal-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
961cc08b-aa75-4642-9657-0f9ab3ef8859,1617975955.4417243,"(581, 6)",337,Germany-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
414244eb-d0cc-4c75-b5f5-ac7b2d2184d9,1617975955.660106,"(578, 6)",2000,EIRE-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
424eb4d5-e508-423c-b3a4-01c3fb482df9,1617975955.9091957,"(581, 6)",595,France-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
ab160190-3f6d-435b-8147-571ba2fcc087,1617975956.092149,"(566, 6)",114,Netherlands-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
1063a3e4-898a-4622-99c0-8ffe1f3f7cda,1617975956.2475379,"(573, 6)",168,Spain-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
b3651604-00de-4532-9cc0-62db2210b053,1617975956.353207,"(563, 6)",4122,Norway-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
032c2733-708d-4292-9b3f-16a3b66d7aa8,1617975956.4403906,"(398, 6)",902,Hong Kong-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
5cbb874c-f23c-4415-a8d7-529f64919f4a,1617975956.5261245,"(418, 6)",2328,Singapore-gradient_boosting_regression,0.1,Gradient Boosting Regression on AAVAIL churn,000:00:00
